conv number,total A load,total B load,total D load,D from dram, ,A size (MB),B size (MB), ,reuse A,reuse B, ,inner tile A size,inner tile B size,tile A outer loop factor,tile B outer loop factor, ,number of tiles,load per tile,ideal runtime,ideal L2 BW usage,ideal DRAM BW usage,total memory transaction,from dram, ,1 core compute,1 core memory,1 core prediction, ,2 core compute,2 core memory,2 core prediction, ,4 core compute,4 core memory,4 core prediction, ,8 core compute,8 core memory,8 core prediction, , ,1 core mem/compute,2 core mem/compute,4 core mem/compute,8 core mem/compute, ,1 core dram bw predict,2 core dram bw predict,4 core dram bw predict,8 core dram bw predict, ,1 core runtime, ,dram bw usage, ,accuracy
11,86016,147456,1792,256, ,0.050176,1.179648, ,27.428571428571427,2.0, ,3136,9216,8,1, ,96,2450,903168,0.2673611111111111,0.0923327664399093,241472,83392, ,903168.0,241472.0,975609.6, ,451584.0,120736.0,487804.8, ,225792.0,83392.0,250809.6, ,112896.0,83392.0,137913.6, , ,0.2673611111111111,0.2673611111111111,0.3693310657596372,0.7386621315192744, ,0.08547681367629019,0.17095362735258038,0.3324912603026359,0.6046684300895633, ,935410, ,0.08915021220641216, ,1.0429753797799894
12,25088,24576,832,192, ,0.100352,0.131072, ,4.0,3.0, ,2560,8192,1,3, ,24,2104,100352,0.5344387755102041,0.11479591836734694,53632,11520, ,100352.0,53632.0,116441.6, ,50176.0,26816.0,58220.8, ,25088.0,13408.0,29110.4, ,12544.0,11520.0,16000.0, , ,0.5344387755102041,0.5344387755102041,0.5344387755102041,0.9183673469387755, ,0.0989337144113444,0.1978674288226888,0.3957348576453776,0.72, ,125011, ,0.09215189063362424, ,0.9314508323267553
13,86016,147456,1792,256, ,0.050176,1.179648, ,27.428571428571427,2.0, ,3136,9216,8,1, ,96,2450,903168,0.2673611111111111,0.0923327664399093,241472,83392, ,903168.0,241472.0,975609.6, ,451584.0,120736.0,487804.8, ,225792.0,83392.0,250809.6, ,112896.0,83392.0,137913.6, , ,0.2673611111111111,0.2673611111111111,0.3693310657596372,0.7386621315192744, ,0.08547681367629019,0.17095362735258038,0.3324912603026359,0.6046684300895633, ,944532, ,0.08828922683402997, ,1.0329026438490172
14,27648,294912,1792,256, ,0.025088,4.718592, ,17.632653061224488,1.0, ,1568,18432,16,1, ,128,2534,903168,0.36259920634920634,0.33202239229024944,327488,299872, ,903168.0,327488.0,1132409.6, ,451584.0,299872.0,661494.4, ,225792.0,299872.0,457926.4, ,112896.0,299872.0,378899.2, , ,0.36259920634920634,0.6640447845804989,1.3280895691609977,2.6561791383219955, ,0.26480877590582064,0.4533250772795658,0.6548475912286341,0.7914294883705217, ,1200925, ,0.24970085559048233, ,0.9429478110623062
15,18816,32768,512,128, ,0.050176,0.524288, ,6.0,1.0, ,4096,32768,1,1, ,18,2894,100352,0.5347177933673469,0.3434311224489796,53660,34464, ,100352.0,53660.0,137914.0, ,50176.0,34464.0,74300.8, ,25088.0,34464.0,52025.6, ,12544.0,34464.0,43244.8, , ,0.5347177933673469,0.6868622448979592,1.3737244897959184,2.747448979591837, ,0.2498948620154589,0.46384426547224256,0.6624431049329561,0.7969513097528489, ,146751, ,0.23484678128258069, ,0.9397823524200857
16,27648,294912,1792,256, ,0.025088,4.718592, ,17.632653061224488,1.0, ,1568,18432,16,1, ,128,2534,903168,0.36259920634920634,0.33202239229024944,327488,299872, ,903168.0,327488.0,1132409.6, ,451584.0,299872.0,661494.4, ,225792.0,299872.0,457926.4, ,112896.0,299872.0,378899.2, , ,0.36259920634920634,0.6640447845804989,1.3280895691609977,2.6561791383219955, ,0.26480877590582064,0.4533250772795658,0.6548475912286341,0.7914294883705217, ,1204906, ,0.2488758459166109, ,0.9398323188696879
17,18816,32768,512,128, ,0.050176,0.524288, ,6.0,1.0, ,4096,32768,1,1, ,18,2894,100352,0.5347177933673469,0.3434311224489796,53660,34464, ,100352.0,53660.0,137914.0, ,50176.0,34464.0,74300.8, ,25088.0,34464.0,52025.6, ,12544.0,34464.0,43244.8, , ,0.5347177933673469,0.6868622448979592,1.3737244897959184,2.747448979591837, ,0.2498948620154589,0.46384426547224256,0.6624431049329561,0.7969513097528489, ,141736, ,0.24315629056838065, ,0.9730343737653101
18,27648,294912,1792,256, ,0.025088,4.718592, ,17.632653061224488,1.0, ,1568,18432,16,1, ,128,2534,903168,0.36259920634920634,0.33202239229024944,327488,299872, ,903168.0,327488.0,1132409.6, ,451584.0,299872.0,661494.4, ,225792.0,299872.0,457926.4, ,112896.0,299872.0,378899.2, , ,0.36259920634920634,0.6640447845804989,1.3280895691609977,2.6561791383219955, ,0.26480877590582064,0.4533250772795658,0.6548475912286341,0.7914294883705217, ,1210981, ,0.24762733684508675, ,0.9351175617123638
19,34496,65536,1024,256, ,0.050176,1.048576, ,11.0,1.0, ,4096,65536,1,1, ,33,3062,200704,0.5190828284438775,0.3590561224489796,104182,72064, ,200704.0,104182.0,273631.4, ,100352.0,72064.0,150796.8, ,50176.0,72064.0,107187.2, ,25088.0,72064.0,89625.6, , ,0.5190828284438775,0.7181122448979592,1.4362244897959184,2.872448979591837, ,0.26336158788793973,0.4778881249469485,0.6723190828755673,0.8040559840045701, ,282309, ,0.25526639249899935, ,0.9692620497398242
 
resadd number,stream (total) A load,stream (total) B load,stream (total) C store, ,1 core prediction,2 core prediction,4 core prediction,8 core prediction,from dram, ,1 core dram bw predict,2 core dram bw predict,4 core dram bw predict,8 core dram bw predict, ,1 core runtime, ,dram bw usage, ,accuracy
 
total cycle prediction,13494690.599999998,7127908.8,4153848.8000000003,2791167.6000000006
real thread cycle
real total cycle,14888862
