total, ,24469642,24262849,24236723,24239723,24259644,24238628,24253709, ,24236723,24469642,24280131
conv,0,3564969,3499377,3526383,3526096,3476285,3526900,3499027, ,3476285,3564969,3517005
conv,1,61805,60535,60432,60703,60838,59925,60732, ,59925,61805,60710
conv,2,477394,472700,472700,472857,494660,472394,472345, ,472345,494660,476435
conv,3,239437,236033,260184,233345,234298,233479,233773, ,233345,260184,238649
conv,4,237345,234685,234323,233308,233345,232815,233545, ,232815,237345,234195
conv,5,247347,209949,210023,210051,210112,210073,210052, ,209949,247347,215372
conv,6,479127,473037,475521,473186,474845,503544,473041, ,473037,503544,478900
conv,7,238915,236068,236100,235336,235715,236453,235194, ,235194,238915,236254
conv,8,210268,210157,210113,211474,209935,210273,210227, ,209935,211474,210349
conv,9,476113,532364,472660,474520,472350,474529,472216, ,472216,532364,482107
conv,10,237613,234749,231296,231560,230980,231619,230943, ,230943,237613,232680
conv,11,436498,435602,435453,434821,434730,434573,435928, ,434573,436498,435372
conv,12,502486,501189,498991,498995,561228,498871,500822, ,498871,561228,508940
conv,13,218984,217799,276086,217818,218987,217973,218002, ,217799,276086,226521
conv,14,645630,600209,600354,598759,600473,598187,599269, ,598187,645630,606125
conv,15,236648,232582,233483,232230,232757,289770,232501, ,232230,289770,241424
conv,16,479743,475499,475558,474850,475388,476741,475463, ,474850,479743,476177
conv,17,219415,217787,217806,273352,217601,218290,217941, ,217601,273352,226027
conv,18,235045,232059,232435,232804,232119,232489,232293, ,232059,235045,232749
conv,19,479883,509242,475084,476796,475180,476215,475497, ,475084,509242,481128
conv,20,220691,218775,217737,217815,217491,217754,249141, ,217491,249141,222772
conv,21,235287,232500,232332,232206,232160,232245,232601, ,232160,235287,232761
conv,22,476983,476310,474691,475365,507179,475167,476100, ,474691,507179,480256
conv,23,218279,218179,240192,217836,218836,217538,218122, ,217538,240192,221283
conv,24,493794,461904,462569,461510,461750,461706,461623, ,461510,493794,466408
conv,25,501990,492698,493792,491735,494718,516637,492775, ,491735,516637,497763
conv,26,223816,221893,221948,221825,221833,223029,221725, ,221725,223816,222295
conv,27,603997,574492,572349,598904,573216,573920,573468, ,572349,603997,581478
conv,28,237404,285601,230310,231279,230309,230377,230376, ,230309,285601,239379
conv,29,467439,468329,465450,467491,465735,466082,465481, ,465450,468329,466572
conv,30,223159,222560,221499,221723,221680,221510,277161, ,221499,277161,229898
conv,31,237642,230762,230231,230248,230143,230327,231150, ,230143,237642,231500
conv,32,467611,465821,465114,465544,521187,465519,467539, ,465114,521187,474047
conv,33,222666,221907,249080,221871,222565,221928,222209, ,221871,249080,226032
conv,34,237664,230796,231731,231064,231048,230729,231049, ,230729,237664,232011
conv,35,489262,466228,468847,465832,468794,465609,466692, ,465609,489262,470180
conv,36,224167,221947,222189,221890,222491,222182,222292, ,221890,224167,222451
conv,37,234035,230194,230134,230436,230558,231583,230421, ,230134,234035,231051
conv,38,469972,466215,466871,493457,467122,469711,466811, ,466215,493457,471451
conv,39,223282,221955,221957,222665,221997,222087,221615, ,221615,223282,222222
conv,40,237173,251499,230927,231698,231496,231216,230979, ,230927,251499,234998
conv,41,467851,468510,466091,468367,466235,467096,491389, ,466091,491389,470791
conv,42,222566,222831,222042,222050,221664,221817,223750, ,221664,223750,222388
conv,43,448022,444431,444198,444366,469237,444233,444785, ,444198,469237,448467
conv,44,596214,595687,623358,595069,597664,595110,597784, ,595069,623358,600126
conv,45,320395,289989,291237,289928,290627,289872,289782, ,289782,320395,294547
conv,46,551261,541392,543827,541236,541389,572886,541609, ,541236,572886,547657
conv,47,290359,289369,289571,288893,289504,290543,289544, ,288893,290543,289683
conv,48,595325,594006,594165,624939,594293,595494,593713, ,593713,624939,598847
conv,49,291767,323689,290418,290836,290052,290791,290458, ,290052,323689,295430
conv,50,288477,289290,288591,288906,289037,288477,288453, ,288453,289290,288747
conv,51,595289,596938,593863,596231,593881,594595,633590, ,593863,633590,600626
conv,52,289454,288896,288498,288881,325891,288324,290558, ,288324,325891,294357
conv,53,216134,192820,192322,191621,192633,191250,191585, ,191250,216134,195480
resadd,0,301994,301344,301235,301119,301219,301133,301211, ,301119,301994,301322
resadd,1,153652,152991,153101,184602,153058,153344,153070, ,152991,184602,157688
resadd,2,300776,301099,300775,300994,300820,300788,358126, ,300775,358126,309054
resadd,3,155888,155815,156005,155754,156035,155727,155919, ,155727,156035,155877
resadd,4,155603,155512,155562,155747,155521,155686,155488, ,155488,155747,155588
resadd,5,155034,155183,154960,155129,155019,155018,155214, ,154960,155214,155079
resadd,6,155131,155203,155386,155122,155413,155099,155164, ,155099,155413,155216
resadd,7,88154,87557,87964,88157,87691,87928,87561, ,87557,88157,87858
resadd,8,51016,51348,51000,51097,50939,50958,51323, ,50939,51348,51097
resadd,9,87696,87835,88176,87832,88188,87765,87744, ,87696,88188,87890
resadd,10,88372,87705,87820,87722,88033,112741,87807, ,87705,112741,91457
resadd,11,87572,87565,87470,87889,87454,87741,87383, ,87383,87889,87582
resadd,12,87844,88069,87822,87980,87830,87966,88361, ,87822,88361,87981
resadd,13,66617,66709,66929,66480,66832,66838,66503, ,66480,66929,66701
resadd,14,66633,66664,66582,66823,66506,66545,66461, ,66461,66823,66602
resadd,15,66754,66935,66718,66541,67022,66648,67267, ,66541,67267,66840
